# BEAST v1.8.0, r5971
# Generated Wed Jan 14 18:33:43 PST 2015 [seed=1421289222306]
state	posterior	prior	aglikelihoodtreecluster	K	mds.precision	serum.drift	serum.precision	mu.precision	probActiveNode
41600000	-4940.32670661017	-1134.3077482609303	-3806.0189583492393	14.0	0.1	0.5407409588396441	1.0	0.4	0.06827581879850592
41800000	-4960.912692263274	-1143.5157833176631	-3817.396908945611	6.0	0.1	0.5513701469907994	1.0	0.4	0.019412033297440595
42000000	-4926.306078298964	-1125.97311085367	-3800.3329674452943	9.0	0.1	0.5802452926472742	1.0	0.4	0.04044066539873749
42200000	-4989.235605215061	-1179.6241881680162	-3809.611417047044	11.0	0.1	0.5380215376085282	1.0	0.4	0.03752512441250963
42400000	-4941.357261394323	-1139.5750728550938	-3801.782188539229	12.0	0.1	0.53567924004888	1.0	0.4	0.05042224158411402
42600000	-4936.679172625461	-1135.0142814249439	-3801.6648912005176	10.0	0.1	0.515671411438545	1.0	0.4	0.039246409471371035
42800000	-4957.51643118305	-1152.832813669023	-3804.683617514028	8.0	0.1	0.536709704197293	1.0	0.4	0.034933418742095754
43000000	-4923.139722648939	-1109.7953098987932	-3813.3444127501457	8.0	0.1	0.5402029356812652	1.0	0.4	0.03469571026415897
43200000	-4927.497834283096	-1126.6750661742249	-3800.8227681088715	11.0	0.1	0.5116453838424937	1.0	0.4	0.047079593664411556
43400000	-4942.0866769858985	-1133.222127111378	-3808.86454987452	6.0	0.1	0.4944751856714058	1.0	0.4	0.05195319038931803
43600000	-4943.748376830184	-1138.9553313264598	-3804.7930455037235	8.0	0.1	0.5090476959812895	1.0	0.4	0.029403123354356075
43800000	-4920.164864415355	-1119.4003321081623	-3800.7645323071924	10.0	0.1	0.5393224559490337	1.0	0.4	0.046941024360236866
44000000	-4968.700681152604	-1155.5363646417095	-3813.164316510895	12.0	0.1	0.5477902935939106	1.0	0.4	0.059001908330278324
44200000	-4912.915498815407	-1111.7843523596816	-3801.1311464557252	10.0	0.1	0.5643753741184346	1.0	0.4	0.039433359493325326
44400000	-4958.649953275611	-1143.4068543488706	-3815.24309892674	11.0	0.1	0.5826604361835565	1.0	0.4	0.05316243215682766
44600000	-4958.663427842006	-1152.6043608514892	-3806.0590669905164	10.0	0.1	0.5395344415513291	1.0	0.4	0.051388681260522456
44800000	-4958.345475573355	-1146.2216509723612	-3812.123824600993	9.0	0.1	0.531505740465465	1.0	0.4	0.044676299425057436
45000000	-4962.338947098273	-1159.4812843360683	-3802.857662762204	14.0	0.1	0.5394167565570194	1.0	0.4	0.07235739800219936
45200000	-4961.555327411184	-1148.7045619413163	-3812.850765469868	10.0	0.1	0.5319589801651982	1.0	0.4	0.04159895495417318
45400000	-4999.651483961023	-1194.1814968594938	-3805.4699871015287	10.0	0.1	0.5282443520101713	1.0	0.4	0.06240061303954893
45600000	-4986.175219405297	-1177.4683610319703	-3808.706858373327	10.0	0.1	0.5355148786763366	1.0	0.4	0.01976243389033245
45800000	-4941.656011022495	-1135.459622559868	-3806.196388462627	9.0	0.1	0.548152080205603	1.0	0.4	0.07357578773642008
46000000	-4959.2564991906565	-1146.8071065352074	-3812.4493926554487	10.0	0.1	0.48172734491827335	1.0	0.4	0.04656483217946476
46200000	-4963.03082770787	-1151.3943340249093	-3811.636493682961	12.0	0.1	0.5884418414155657	1.0	0.4	0.06407665614446759
46400000	-4940.330207103792	-1127.7451739431383	-3812.585033160654	8.0	0.1	0.4844350233149521	1.0	0.4	0.054983833722849984
46600000	-4952.387514752052	-1139.5430180239518	-3812.8444967281002	11.0	0.1	0.5303913404341855	1.0	0.4	0.036117918289946725
46800000	-4963.842058158008	-1145.7494194703922	-3818.0926386876154	12.0	0.1	0.5669916357036372	1.0	0.4	0.05511336886621161
47000000	-4919.0894429100745	-1115.9842655231512	-3803.1051773869235	11.0	0.1	0.5333623144368139	1.0	0.4	0.03642578124269766
47200000	-4939.212702728937	-1138.1490822325852	-3801.063620496352	6.0	0.1	0.5400045215419546	1.0	0.4	0.009271947239532369
47400000	-4932.985502967788	-1119.907597420792	-3813.077905546996	8.0	0.1	0.4871502470388313	1.0	0.4	0.0340775615256067
47600000	-4930.522561144958	-1118.30000424999	-3812.222556894968	5.0	0.1	0.5452964370391103	1.0	0.4	0.03874248781271836
47800000	-4931.208820074371	-1119.4262038068969	-3811.7826162674737	7.0	0.1	0.47263757113384636	1.0	0.4	0.016148003892822598
48000000	-4936.009142657194	-1124.8619761456991	-3811.1471665114955	7.0	0.1	0.5153135860525251	1.0	0.4	0.029271570541143502
48200000	-4943.337379066095	-1134.478837427933	-3808.858541638162	7.0	0.1	0.5456695063717457	1.0	0.4	0.03152581290779469
48400000	-4954.2804720049235	-1131.5382764279484	-3822.742195576975	13.0	0.1	0.48387502122725384	1.0	0.4	0.07550404821022849
48600000	-4903.495860205163	-1103.7341631192803	-3799.7616970858826	10.0	0.1	0.5454402116413893	1.0	0.4	0.04022653371909943
48800000	-4953.815915716809	-1146.7576549090163	-3807.058260807793	10.0	0.1	0.5583050352263788	1.0	0.4	0.03800409936287684
49000000	-4961.839421636629	-1169.075262046181	-3792.764159590448	15.0	0.1	0.5304061995651007	1.0	0.4	0.07415693812373092
49200000	-4943.293149230421	-1145.0641096609008	-3798.22903956952	10.0	0.1	0.5477180323996924	1.0	0.4	0.05770978966991665
49400000	-4925.370330243424	-1121.8780745478373	-3803.492255695587	13.0	0.1	0.5075472680721036	1.0	0.4	0.05035991632986354
49600000	-4933.55754099564	-1135.0690751123518	-3798.488465883288	11.0	0.1	0.5203027065037031	1.0	0.4	0.054999014929330584
49800000	-4959.766772064521	-1149.53777007978	-3810.229001984741	9.0	0.1	0.47553305059270917	1.0	0.4	0.036912302795294546
50000000	-4958.246383592783	-1177.550579892266	-3780.6958037005165	10.0	0.1	0.551797803611531	1.0	0.4	0.0654123638141996
50200000	-4940.918735591999	-1146.117384986565	-3794.8013506054344	9.0	0.1	0.48181419505633677	1.0	0.4	0.0672899416274439
50400000	-4950.1973306528525	-1139.4721735134385	-3810.7251571394145	18.0	0.1	0.5476582699621731	1.0	0.4	0.0598406309835281
50600000	-4927.125856400768	-1129.8562128392873	-3797.2696435614803	12.0	0.1	0.5580528209971299	1.0	0.4	0.06824617530167006
50800000	-4944.171054479943	-1132.9899094338477	-3811.181145046096	9.0	0.1	0.6023970635109978	1.0	0.4	0.03792652378121839
51000000	-4966.009368708961	-1165.8203262757208	-3800.1890424332405	10.0	0.1	0.5620430982959266	1.0	0.4	0.06346467093937296
51200000	-4979.13737468205	-1166.2221367076893	-3812.9152379743605	10.0	0.1	0.5308802173403536	1.0	0.4	0.024668516513871523
51400000	-4966.304548116777	-1162.0406636491273	-3804.2638844676503	10.0	0.1	0.46989384217979663	1.0	0.4	0.053160493958980023
51600000	-4941.0368882057	-1140.452053829174	-3800.584834376526	11.0	0.1	0.5455082247449927	1.0	0.4	0.04678529690199143
51800000	-4961.59669156322	-1156.8660946271011	-3804.7305969361187	21.0	0.1	0.5247974271256418	1.0	0.4	0.11842197809717483
52000000	-4989.477343651795	-1176.601377566201	-3812.8759660855944	13.0	0.1	0.5570706332665045	1.0	0.4	0.09846246505649284
52200000	-4948.538244157124	-1152.8314779121376	-3795.7067662449863	10.0	0.1	0.5594869057542874	1.0	0.4	0.03873057965013623
52400000	-4907.39179194973	-1110.5972017891622	-3796.7945901605676	8.0	0.1	0.5511862783322954	1.0	0.4	0.025595937127340367
52600000	-4945.687664310379	-1129.7818643965065	-3815.9057999138718	9.0	0.1	0.5753548087890727	1.0	0.4	0.08523229278438266
52800000	-4950.952840200796	-1145.855760426292	-3805.097079774505	8.0	0.1	0.567689115742838	1.0	0.4	0.0474959751197484
53000000	-4919.251213726894	-1106.3767303857958	-3812.8744833410983	6.0	0.1	0.5438129565681201	1.0	0.4	0.04461498237942711
53200000	-4967.706137018334	-1151.188450513192	-3816.5176865051417	8.0	0.1	0.5910388557182857	1.0	0.4	0.058397202236475036
53400000	-4894.485232143607	-1091.6362428996526	-3802.8489892439547	8.0	0.1	0.5385614870482297	1.0	0.4	0.03955016811272572
53600000	-4947.340262655187	-1142.465073545327	-3804.8751891098605	12.0	0.1	0.6165066356056639	1.0	0.4	0.06346142616332696
53800000	-4967.4725046178755	-1155.3152652473123	-3812.157239370563	9.0	0.1	0.5192207271518869	1.0	0.4	0.040848284027769875
54000000	-4932.6261129184695	-1125.074920946008	-3807.5511919724618	9.0	0.1	0.5269096472652447	1.0	0.4	0.03901916263641856
54200000	-4926.164515505534	-1119.6967138260184	-3806.4678016795156	7.0	0.1	0.48768104535537443	1.0	0.4	0.019753352016224655
54400000	-4938.531399307543	-1128.7689806831108	-3809.762418624432	7.0	0.1	0.5256500924253644	1.0	0.4	0.026202228699955137
54600000	-4920.97070827265	-1119.8379144388239	-3801.132793833826	10.0	0.1	0.505984773454277	1.0	0.4	0.05291891915024717
54800000	-4954.950008047612	-1155.5548267105235	-3799.395181337088	11.0	0.1	0.5352386900467585	1.0	0.4	0.05909778526618187
55000000	-4938.546963126195	-1126.4860078201618	-3812.0609553060335	6.0	0.1	0.5412882779664058	1.0	0.4	0.03813486740957711
55200000	-4952.877940317841	-1146.820732721548	-3806.0572075962937	11.0	0.1	0.5162417516383924	1.0	0.4	0.05338036165304891
55400000	-4959.0300024768085	-1154.878407556899	-3804.1515949199093	9.0	0.1	0.564780185412491	1.0	0.4	0.06417066388084336
55600000	-4937.61021618681	-1125.7768532224627	-3811.8333629643475	8.0	0.1	0.48724726034848403	1.0	0.4	0.0357987272090501
55800000	-4974.715780898489	-1171.6407022944145	-3803.075078604075	15.0	0.1	0.4972857208203358	1.0	0.4	0.05693891716873696
56000000	-4948.682239546886	-1144.8870843066584	-3803.795155240228	9.0	0.1	0.5131064827835784	1.0	0.4	0.05270931340142744
56200000	-4966.556386169966	-1156.0612617037564	-3810.4951244662093	15.0	0.1	0.48509016202230226	1.0	0.4	0.08627572587342547
56400000	-4918.527667079562	-1103.7110768004613	-3814.8165902791006	8.0	0.1	0.521446183077147	1.0	0.4	0.0492220758972076
56600000	-4949.007094915873	-1142.7981011899933	-3806.2089937258797	12.0	0.1	0.5608475768750077	1.0	0.4	0.04497776568400732
56800000	-4951.7465854136735	-1131.774890386892	-3819.9716950267816	11.0	0.1	0.4903523984034326	1.0	0.4	0.08044215751626732
57000000	-4940.677333463506	-1130.8198213051355	-3809.857512158371	6.0	0.1	0.5543148321579816	1.0	0.4	0.019437731002523315
57200000	-4941.844036215509	-1148.2760239098175	-3793.568012305691	13.0	0.1	0.6118410373434212	1.0	0.4	0.06856260016798947
57400000	-4925.512647237228	-1111.6667121786577	-3813.84593505857	13.0	0.1	0.41639997957852865	1.0	0.4	0.055921340939551104
57600000	-4975.077278916093	-1165.5723115378028	-3809.50496737829	11.0	0.1	0.5422339913128748	1.0	0.4	0.057501363421908896
57800000	-4969.1065248166915	-1148.15578553876	-3820.9507392779315	9.0	0.1	0.4746693434770776	1.0	0.4	0.0419075442184694
58000000	-4942.841084175288	-1131.8261795660178	-3811.014904609271	11.0	0.1	0.5055331707438169	1.0	0.4	0.07578796486568234
58200000	-4929.688017028951	-1120.8576940575952	-3808.8303229713565	10.0	0.1	0.5077940657832394	1.0	0.4	0.0549602824545765
58400000	-4967.270567250758	-1150.7978183216846	-3816.472748929073	7.0	0.1	0.5190646958383541	1.0	0.4	0.04121379005666036
58600000	-4942.226242275499	-1149.831037732042	-3792.395204543457	9.0	0.1	0.5606912806178765	1.0	0.4	0.04541976463631815
58800000	-4916.040463360483	-1109.2312674515247	-3806.8091959089584	9.0	0.1	0.5075939991945065	1.0	0.4	0.033901410175313014
59000000	-4927.305569611475	-1127.1039170662416	-3800.2016525452336	8.0	0.1	0.529637924260424	1.0	0.4	0.06181210931123795
59200000	-4956.130037440356	-1133.4512659833144	-3822.6787714570423	12.0	0.1	0.5131931375736121	1.0	0.4	0.03264687783753856
59400000	-4958.713487254946	-1145.6123821241877	-3813.1011051307582	13.0	0.1	0.4213220618723524	1.0	0.4	0.06157925547276956
59600000	-4946.513328553182	-1136.3265682723015	-3810.1867602808807	7.0	0.1	0.5034276542732671	1.0	0.4	0.031758581018348386
59800000	-4961.347446786424	-1158.3801857151507	-3802.9672610712737	10.0	0.1	0.5439062950901691	1.0	0.4	0.03772413448499824
60000000	-4948.975261187983	-1146.2960952755168	-3802.6791659124665	11.0	0.1	0.5246422168768654	1.0	0.4	0.048365817335095776
60200000	-4945.184062944683	-1120.933389600434	-3824.2506733442488	5.0	0.1	0.5096092979892051	1.0	0.4	0.01927962007996333
60400000	-4913.152744066184	-1109.9060780553707	-3803.246666010813	8.0	0.1	0.5176070468420904	1.0	0.4	0.04616969146909841
60600000	-4963.097803177638	-1166.9689664464997	-3796.1288367311377	8.0	0.1	0.5768755781662436	1.0	0.4	0.03249328855140514
60800000	-4952.331810030148	-1132.0157257402277	-3820.3160842899197	7.0	0.1	0.536741445463684	1.0	0.4	0.018796518051589727
61000000	-4944.776364006386	-1134.0355457842782	-3810.740818222108	7.0	0.1	0.6050924770562294	1.0	0.4	0.04096178240710251
61200000	-4948.6608620501775	-1146.1366466554218	-3802.5242153947556	8.0	0.1	0.5860906617830152	1.0	0.4	0.07707308722294633
61400000	-4955.84213205258	-1159.5833912708638	-3796.258740781717	11.0	0.1	0.5185973440574886	1.0	0.4	0.040461149317561826
61600000	-4903.987086117848	-1099.7197300846096	-3804.267356033238	7.0	0.1	0.5056658985169165	1.0	0.4	0.019253501212222968
61800000	-4968.234235441697	-1159.8393713866747	-3808.3948640550225	12.0	0.1	0.5102424680080403	1.0	0.4	0.04348346327714801
62000000	-4947.770479331912	-1130.6634599481656	-3817.107019383746	9.0	0.1	0.43445686697563796	1.0	0.4	0.044345047617138464
62200000	-4967.873405374472	-1159.4764030371275	-3808.3970023373445	11.0	0.1	0.5695929294532582	1.0	0.4	0.0760562358604527
62400000	-4934.149480355617	-1139.0794483246677	-3795.0700320309493	13.0	0.1	0.5765751047085946	1.0	0.4	0.06341219169183523
62600000	-4939.622960110533	-1132.2347600626722	-3807.388200047861	10.0	0.1	0.541279076072998	1.0	0.4	0.05734004896593918
62800000	-4927.49298999405	-1135.9624623171028	-3791.530527676947	12.0	0.1	0.5393239613996517	1.0	0.4	0.0468862549728321
63000000	-4933.178436555056	-1131.1261081713467	-3802.052328383709	6.0	0.1	0.5625195331740104	1.0	0.4	0.020843545024447553
63200000	-4949.75432542749	-1125.4606128066455	-3824.2937126208444	10.0	0.1	0.4632798908184996	1.0	0.4	0.035598398023962585
63400000	-4979.116200400739	-1171.9781746097128	-3807.1380257910264	16.0	0.1	0.5823972886258997	1.0	0.4	0.08624610592356698
63600000	-4947.7521772493965	-1143.1324404975437	-3804.619736751853	11.0	0.1	0.5328023583777063	1.0	0.4	0.042092890913557904
63800000	-4953.477852356116	-1130.099704085685	-3823.3781482704317	7.0	0.1	0.5389850889660657	1.0	0.4	0.035858191093457115
64000000	-4971.298843297165	-1167.9491898968909	-3803.3496534002747	16.0	0.1	0.46812926333172794	1.0	0.4	0.06867751882819721
64200000	-4961.256258040788	-1165.09886796646	-3796.1573900743283	14.0	0.1	0.5815691665754223	1.0	0.4	0.08804314186327865
64400000	-4935.742444110477	-1125.4251363098483	-3810.3173078006284	7.0	0.1	0.5523516681267756	1.0	0.4	0.04897749475420843
64600000	-4926.609295282016	-1122.7321715219311	-3803.877123760085	13.0	0.1	0.5196841302507952	1.0	0.4	0.09812368687275191
64800000	-4970.141758596299	-1154.8578341494192	-3815.2839244468796	14.0	0.1	0.517258864340393	1.0	0.4	0.06532812966256406
65000000	-4909.566895909953	-1101.4794277877616	-3808.0874681221917	9.0	0.1	0.5360598011632265	1.0	0.4	0.02506911006971528
65200000	-4944.763127954657	-1139.6224171938259	-3805.140710760831	9.0	0.1	0.5094825025295946	1.0	0.4	0.027490204050568262
65400000	-4935.457256250403	-1138.6847477208821	-3796.7725085295206	11.0	0.1	0.5281039708855433	1.0	0.4	0.06548602832252053
65600000	-4935.058035403183	-1139.0795475251848	-3795.9784878779974	8.0	0.1	0.5663506546963063	1.0	0.4	0.02542168606898204
65800000	-4949.243652929864	-1150.0228964256878	-3799.220756504176	9.0	0.1	0.5375414519637617	1.0	0.4	0.02233789378886645
66000000	-4962.447710644555	-1156.7792072140624	-3805.6685034304924	12.0	0.1	0.5146438521397854	1.0	0.4	0.03553161139496665
66200000	-4976.077578819903	-1176.6755737191988	-3799.4020051007037	20.0	0.1	0.5860242418156748	1.0	0.4	0.05924727397933642
66400000	-4965.48043350413	-1159.2659411119503	-3806.2144923921796	11.0	0.1	0.5199016835365033	1.0	0.4	0.04436595828589051
66600000	-4972.2348576412605	-1158.6753098994286	-3813.559547741832	8.0	0.1	0.5379726508655645	1.0	0.4	0.058308507737323045
66800000	-4964.738510833607	-1154.525424030935	-3810.2130868026716	9.0	0.1	0.5281594729167285	1.0	0.4	0.050433184488802074
67000000	-4950.647060165023	-1150.5982318941126	-3800.0488282709102	16.0	0.1	0.49426837374122673	1.0	0.4	0.07341790922191034
67200000	-4933.731812666487	-1121.6050828727398	-3812.126729793747	10.0	0.1	0.5063312655282908	1.0	0.4	0.040704776073797
67400000	-4954.040563210228	-1147.337129249601	-3806.703433960627	7.0	0.1	0.5846058771445893	1.0	0.4	0.032664488669893375
67600000	-4961.720903773576	-1160.7438578495342	-3800.9770459240417	11.0	0.1	0.5430666632663801	1.0	0.4	0.05408324229460335
67800000	-4962.643939856876	-1154.1989554930014	-3808.4449843638754	8.0	0.1	0.5995755421310461	1.0	0.4	0.015286867967386101
68000000	-4917.899806554831	-1123.2426509228944	-3794.657155631937	12.0	0.1	0.5792290215258822	1.0	0.4	0.09602090485418306
68200000	-4967.631420555212	-1158.73604881275	-3808.8953717424615	9.0	0.1	0.5094504091837856	1.0	0.4	0.04790957361279848
68400000	-4931.634060377417	-1135.194185645337	-3796.43987473208	7.0	0.1	0.5587028993589181	1.0	0.4	0.021936464957918685
68600000	-4957.9217186711185	-1163.746399498612	-3794.1753191725065	14.0	0.1	0.5701910785962904	1.0	0.4	0.11557452287003694
68800000	-4926.181978297113	-1119.504848343672	-3806.677129953441	7.0	0.1	0.5514224127546825	1.0	0.4	0.030538326948398115
69000000	-4926.093011057169	-1116.2900048662104	-3809.8030061909585	6.0	0.1	0.5434052281513905	1.0	0.4	0.03668998160974138
69200000	-4944.086428261933	-1144.2418420502752	-3799.8445862116578	10.0	0.1	0.5355992832735863	1.0	0.4	0.05006935682224538
69400000	-4953.9022366729505	-1136.1311042659665	-3817.7711324069837	11.0	0.1	0.5137402349954144	1.0	0.4	0.039032591969423214
69600000	-4948.198434024356	-1145.1983765659747	-3803.000057458381	8.0	0.1	0.5400344744372976	1.0	0.4	0.06644326929396321
69800000	-4940.448053133412	-1143.6974323810841	-3796.7506207523284	10.0	0.1	0.5483713198180928	1.0	0.4	0.05956658800911447
70000000	-4941.806702900247	-1134.8856969335134	-3806.921005966734	9.0	0.1	0.5274486569342453	1.0	0.4	0.07539213726108017
70200000	-4982.52745549963	-1185.6586343538793	-3796.8688211457506	17.0	0.1	0.5563264690254647	1.0	0.4	0.09459702656949837
70400000	-4946.540565928379	-1152.3418318804117	-3794.198734047967	11.0	0.1	0.6049053002209115	1.0	0.4	0.07883610316013337
70600000	-4951.581265561298	-1157.3780365307377	-3794.20322903056	13.0	0.1	0.5833609414383154	1.0	0.4	0.05048524434283521
70800000	-4971.757658994493	-1157.4534658902735	-3814.304193104219	6.0	0.1	0.5342766540913536	1.0	0.4	0.0377669531897342
71000000	-4968.887716394869	-1160.811341420333	-3808.076374974536	10.0	0.1	0.4994789292969961	1.0	0.4	0.05988450161090515
71200000	-4926.430104454559	-1129.6357452284744	-3796.7943592260845	15.0	0.1	0.52394007761497	1.0	0.4	0.07544318903194011
71400000	-4923.25855045776	-1121.5200436448742	-3801.738506812886	7.0	0.1	0.5075392754187534	1.0	0.4	0.030680695764990135
71600000	-4954.519357314739	-1140.0102383958579	-3814.509118918881	9.0	0.1	0.5621683237928617	1.0	0.4	0.05784548443782816
71800000	-4941.656608672845	-1124.653429187582	-3817.0031794852634	9.0	0.1	0.505493228803664	1.0	0.4	0.04166646189639246
72000000	-4975.827056525556	-1164.553944095074	-3811.273112430482	14.0	0.1	0.5812446558629605	1.0	0.4	0.0704186019244023
72200000	-4974.984815372552	-1161.6111711484937	-3813.373644224058	13.0	0.1	0.48494123535126715	1.0	0.4	0.0757286457620067
72400000	-4932.5070127218405	-1124.8802161269186	-3807.6267965949223	9.0	0.1	0.5336531749581681	1.0	0.4	0.02561273427694729
72600000	-4923.336699504407	-1125.2320320316458	-3798.1046674727613	10.0	0.1	0.5435836089614074	1.0	0.4	0.0435446654131244
72800000	-4921.6293226880425	-1110.3570071975105	-3811.2723154905316	7.0	0.1	0.5336497494486524	1.0	0.4	0.015159901790448944
73000000	-4965.238040163826	-1167.9181023226306	-3797.3199378411946	12.0	0.1	0.530782536813123	1.0	0.4	0.04148969621435817
73200000	-4967.568897188242	-1156.9059653050356	-3810.662931883206	7.0	0.1	0.49985951984575744	1.0	0.4	0.021352411535801565
73400000	-4967.403410223334	-1151.2352060695534	-3816.16820415378	13.0	0.1	0.515869621166925	1.0	0.4	0.04820365802181205
73600000	-4947.07110525909	-1136.5216696809605	-3810.549435578129	11.0	0.1	0.5214720062029572	1.0	0.4	0.06215135330866235
73800000	-4954.3245785405215	-1154.2865284527145	-3800.0380500878073	7.0	0.1	0.5538574461489443	1.0	0.4	0.02853260052336798
74000000	-4949.204800727777	-1152.8909735617851	-3796.3138271659923	13.0	0.1	0.5163428078546171	1.0	0.4	0.05261875478871869
74200000	-4986.045453718888	-1183.5113487062274	-3802.5341050126603	10.0	0.1	0.4920784189671349	1.0	0.4	0.06536655993693992
74400000	-4939.294461954455	-1117.458569394371	-3821.835892560084	7.0	0.1	0.5018553946577163	1.0	0.4	0.035674807966536964
74600000	-4971.470919305728	-1161.1778037507347	-3810.2931155549927	17.0	0.1	0.5579905755753575	1.0	0.4	0.06833901005675841
74800000	-4944.791807390784	-1136.5461435637267	-3808.245663827058	12.0	0.1	0.5270594336519322	1.0	0.4	0.05442597466740707
75000000	-4979.735458323361	-1177.8003668743825	-3801.9350914489787	12.0	0.1	0.5424018214124834	1.0	0.4	0.03654654670935328
75200000	-4948.83084536106	-1137.53426129689	-3811.2965840641696	7.0	0.1	0.5213550194991619	1.0	0.4	0.03614749840942766
75400000	-4953.090044524759	-1147.3414375337002	-3805.748606991059	11.0	0.1	0.5619746682322768	1.0	0.4	0.06039311029713326
75600000	-4948.797871135239	-1138.8305649398944	-3809.9673061953445	8.0	0.1	0.48801281111459965	1.0	0.4	0.018323486705919413
75800000	-4972.120819058831	-1167.4815537917025	-3804.6392652671293	11.0	0.1	0.5421847931885434	1.0	0.4	0.04055809459249083
76000000	-4973.06564793099	-1157.4991454761905	-3815.5665024548	11.0	0.1	0.4955746596351988	1.0	0.4	0.048509960527005805
76200000	-4965.837322655549	-1165.7469341725946	-3800.090388482954	14.0	0.1	0.52361841779771	1.0	0.4	0.06203925603154678
76400000	-4946.782738540722	-1144.6903804189094	-3802.0923581218126	10.0	0.1	0.6126682155808107	1.0	0.4	0.04403562235978367
76600000	-4934.281109038457	-1125.1928395574623	-3809.0882694809943	16.0	0.1	0.5807627987911088	1.0	0.4	0.08146648949501414
76800000	-4947.003185372466	-1140.4692369663728	-3806.5339484060933	12.0	0.1	0.5358613653785174	1.0	0.4	0.046857769477030645
77000000	-4923.004212159778	-1129.7096485380687	-3793.2945636217096	11.0	0.1	0.5540546260425696	1.0	0.4	0.06438201225687633
77200000	-4941.242634843628	-1144.569825381749	-3796.6728094618793	10.0	0.1	0.569932757429253	1.0	0.4	0.05365560820867844
77400000	-4933.474305617981	-1139.5808371676703	-3793.8934684503106	12.0	0.1	0.5154207717299426	1.0	0.4	0.07921541667613363
77600000	-4943.413056133493	-1138.5686472463133	-3804.84440888718	8.0	0.1	0.5679960394048197	1.0	0.4	0.01794980609625685
77800000	-4949.297095074684	-1160.4382511007987	-3788.8588439738855	15.0	0.1	0.6168100555260627	1.0	0.4	0.08256696423843211
78000000	-4966.2082480268455	-1147.1225749082091	-3819.085673118636	14.0	0.1	0.5402587849899565	1.0	0.4	0.045734001602731125
78200000	-4927.21858449239	-1118.818240843086	-3808.4003436493035	7.0	0.1	0.5687447715510937	1.0	0.4	0.028961364636285944
78400000	-4927.77083550055	-1118.0853650560734	-3809.6854704444763	7.0	0.1	0.5413683819734768	1.0	0.4	0.019438902112944106
78600000	-4958.43649873355	-1148.9971902716663	-3809.439308461884	9.0	0.1	0.5307602792898611	1.0	0.4	0.02475209195913093
78800000	-4951.508697709549	-1133.3244564404945	-3818.1842412690544	11.0	0.1	0.5902243364098776	1.0	0.4	0.032256608370539626
79000000	-4918.576374148004	-1126.682966157266	-3791.893407990738	10.0	0.1	0.5942958942643659	1.0	0.4	0.047675092692138744
79200000	-4963.185486135655	-1140.7827740983553	-3822.4027120373003	7.0	0.1	0.532248224184578	1.0	0.4	0.031226469817031942
79400000	-4963.389110187286	-1151.9504478184492	-3811.438662368837	9.0	0.1	0.5442972957244959	1.0	0.4	0.07427998764060013
79600000	-4954.494808810512	-1145.5922636786654	-3808.902545131846	9.0	0.1	0.5717395036288239	1.0	0.4	0.03438194279834747
79800000	-4931.062595799322	-1123.8984866902074	-3807.1641091091146	10.0	0.1	0.4968703168907188	1.0	0.4	0.021562763952914912
80000000	-4968.794534278381	-1160.1299753487413	-3808.66455892964	8.0	0.1	0.5035548644364205	1.0	0.4	0.03871653660867349
80200000	-4967.833118406611	-1170.7680169666892	-3797.065101439922	14.0	0.1	0.47386792154463103	1.0	0.4	0.0548890515666616
80400000	-4981.80453015232	-1172.449957455505	-3809.3545726968146	7.0	0.1	0.5611145786549794	1.0	0.4	0.03834492504188931
80600000	-4959.6442280864	-1152.308202517225	-3807.3360255691755	10.0	0.1	0.5519259107469573	1.0	0.4	0.04780917650790968
80800000	-4939.151532258151	-1139.9057273139726	-3799.245804944178	9.0	0.1	0.5994802500524126	1.0	0.4	0.03947226818686796
81000000	-4943.135028137927	-1144.358352144066	-3798.776675993861	10.0	0.1	0.574043488471524	1.0	0.4	0.032035644688041875
81200000	-4924.630366812082	-1104.8720258356007	-3819.7583409764816	6.0	0.1	0.5159395592807244	1.0	0.4	0.04509922561347527
81400000	-4916.9748666952355	-1113.143736145218	-3803.8311305500174	7.0	0.1	0.5361820958936286	1.0	0.4	0.03207512420262269
81600000	-4925.573337005646	-1131.0505592539348	-3794.5227777517107	11.0	0.1	0.5649545130684848	1.0	0.4	0.04437891478329546
81800000	-4923.973141867062	-1116.262503597758	-3807.710638269303	8.0	0.1	0.5483400004568934	1.0	0.4	0.07236915153719808
82000000	-4958.402892314938	-1138.3693327117662	-3820.033559603172	10.0	0.1	0.4855378743734976	1.0	0.4	0.030798863250113655
82200000	-4952.167197046781	-1152.8429107926256	-3799.324286254156	11.0	0.1	0.552163278892418	1.0	0.4	0.051024945220533933
82400000	-4941.019300741658	-1141.4342938241316	-3799.5850069175267	15.0	0.1	0.6165639904819576	1.0	0.4	0.0937075085562826
82600000	-4948.138495614377	-1137.6409729801487	-3810.497522634228	16.0	0.1	0.4963250715861759	1.0	0.4	0.05377183061086371
82800000	-4949.484627274279	-1143.601802629168	-3805.8828246451108	13.0	0.1	0.5299418368309334	1.0	0.4	0.08135899372420757
83000000	-4933.491636275165	-1115.7977070804054	-3817.6939291947597	7.0	0.1	0.5097191645552217	1.0	0.4	0.030516792349152277
83200000	-4940.7408546092465	-1132.80963665611	-3807.9312179531366	8.0	0.1	0.6096265452323146	1.0	0.4	0.0460511383992619
